rainfall_mm_24h,soil_moisture_pct,slope_deg,temperature_c,landslide_occurred
129.3,54.4,33.8,16.8,0
66.8,17.3,25.2,28.6,0
83.4,52.8,53.2,11.2,0
26.2,24.4,43.7,16.5,0
43.8,32.9,54.8,13.5,0
84.8,50.4,52.0,18.7,1
15.4,27.8,55.4,27.5,0
62.9,49.7,58.8,18.3,0
74.3,35.0,20.1,20.6,0
23.0,38.2,14.2,24.0,0
152.0,59.5,11.6,18.0,0
96.9,50.3,38.4,22.3,0
66.5,41.5,41.5,21.5,1
41.1,45.2,7.1,13.2,0
14.7,32.3,49.6,17.2,1
144.2,50.7,47.4,22.1,1
51.5,25.2,38.5,27.7,0
19.3,24.2,27.3,27.7,0
40.1,20.9,10.9,32.6,0
104.5,33.5,31.3,22.9,0
89.7,16.9,11.2,17.5,1
28.5,8.5,37.1,19.6,0
161.9,84.3,20.0,19.3,1
19.0,16.9,16.3,17.6,0
184.8,89.0,27.6,22.3,1
86.9,46.6,35.7,22.6,0
54.8,33.1,23.3,13.0,0
61.3,17.3,57.9,26.5,1
79.7,40.0,2.3,9.0,1
110.4,70.3,54.9,18.7,1
11.9,41.7,2.0,26.9,0
38.9,33.0,14.6,23.6,0
77.7,25.7,59.8,17.9,0
166.1,50.0,44.2,31.8,0
161.9,50.2,39.4,17.4,0
210.5,88.0,44.1,8.0,1
156.7,78.7,25.7,22.7,1
36.3,31.4,47.5,9.3,0
74.0,34.9,11.0,15.0,0
157.3,77.9,48.0,23.7,1
147.0,45.0,56.5,17.2,1
63.8,36.6,51.7,23.5,0
108.2,52.6,44.9,13.1,0
51.3,22.5,39.8,25.2,0
17.4,16.7,32.2,9.9,0
68.3,28.5,24.9,27.9,0
65.1,53.3,52.2,17.1,1
49.3,55.3,39.6,29.2,0
110.7,49.0,27.2,15.0,0
62.1,32.3,47.5,31.5,1
99.9,37.8,5.1,14.3,0
127.7,51.9,49.2,9.2,1
316.7,92.6,49.0,20.3,1
69.2,36.1,15.3,27.4,0
167.7,66.9,4.2,24.7,0
88.8,37.3,43.4,27.0,1
92.6,40.9,13.6,24.9,0
69.9,35.3,59.8,15.1,0
83.1,37.0,2.5,24.6,0
62.5,30.3,15.3,20.6,0
148.3,66.2,4.4,15.7,0
40.2,8.8,47.4,21.1,0
17.2,43.2,35.6,19.7,1
47.9,33.6,51.2,28.5,1
43.6,38.2,57.8,16.9,0
47.9,40.7,37.4,16.6,0
67.1,28.3,15.4,15.8,0
48.0,21.0,7.4,31.4,0
66.3,24.2,52.2,16.1,0
48.1,29.1,16.2,27.8,0
101.4,53.8,53.8,13.8,1
314.8,91.7,52.9,23.0,1
87.5,49.2,38.4,21.6,0
49.8,5.0,37.0,27.4,0
4.8,16.6,57.1,26.5,0
248.8,96.2,45.8,20.5,1
91.1,40.7,41.6,16.8,0
65.9,26.5,27.3,29.7,0
5.3,13.4,30.1,16.2,0
68.6,5.0,24.6,6.4,0
82.6,28.5,56.9,8.8,0
48.3,44.8,39.0,10.3,0
21.0,18.3,47.3,23.6,0
19.6,19.3,4.2,33.3,0
251.4,54.9,51.4,7.8,1
80.8,20.6,26.2,15.3,0
48.3,46.3,44.8,20.5,0
77.2,46.7,4.3,29.3,1
73.2,22.7,53.8,15.3,0
18.5,17.1,40.3,23.5,0
141.7,55.1,28.5,18.5,0
64.5,21.8,19.6,35.6,0
81.7,16.4,20.0,20.9,0
197.7,67.5,19.6,22.1,1
21.7,32.3,9.6,20.5,1
38.4,36.7,28.9,17.5,1
94.7,54.2,28.3,25.7,0
139.7,36.3,25.9,13.0,1
44.5,31.8,42.8,8.0,0
46.7,28.5,26.3,19.1,0
117.8,48.4,7.2,24.9,0
298.9,92.2,51.4,16.5,1
79.2,31.9,26.7,21.1,0
38.3,5.0,40.0,12.7,1
28.8,41.1,55.9,26.4,1
66.9,40.7,46.5,23.9,1
135.3,36.0,33.3,20.1,1
385.3,100.0,33.6,21.0,1
58.3,29.2,51.3,11.6,0
79.3,34.8,49.8,11.9,1
224.2,66.8,12.4,19.3,1
93.6,49.8,38.3,23.1,0
87.9,32.4,52.2,23.4,0
196.1,55.9,48.6,17.8,1
80.7,53.8,9.2,24.5,0
31.1,25.6,27.3,28.5,0
169.8,60.7,32.1,19.5,1
15.3,32.1,17.0,21.9,0
150.8,49.7,41.4,18.8,1
74.5,33.0,29.6,19.2,1
58.8,38.4,19.3,21.0,1
57.6,15.9,21.5,30.2,0
66.7,39.3,51.7,25.5,0
52.1,24.0,52.2,25.0,0
103.8,56.2,49.1,17.3,1
53.6,40.0,55.0,14.6,1
75.0,43.7,57.2,22.3,1
8.8,5.0,30.5,27.5,0
74.6,37.4,7.6,30.3,0
51.2,18.7,48.4,5.3,0
143.3,55.4,38.7,34.7,1
60.8,7.4,24.1,22.5,0
129.2,33.8,58.6,25.5,1
119.0,64.0,21.6,9.6,0
121.3,54.8,54.6,18.6,1
62.6,31.4,36.4,24.9,1
78.4,28.7,4.1,13.0,0
101.8,32.4,51.9,2.7,0
80.2,42.5,46.2,22.0,0
61.0,31.1,39.3,19.7,0
33.9,47.0,37.6,28.6,1
75.6,36.7,14.7,19.0,0
17.3,25.0,14.4,19.5,0
8.0,5.3,3.7,24.2,0
27.0,22.4,10.9,26.2,0
120.4,52.2,21.5,15.7,0
89.3,37.8,33.4,25.7,0
121.2,44.5,9.6,16.9,0
41.6,34.3,34.3,20.1,1
153.4,76.5,17.3,24.0,0
19.6,26.6,16.7,25.1,0
28.0,40.7,57.0,21.9,0
151.6,65.4,59.6,13.5,1
84.5,54.1,49.1,8.8,1
121.7,43.1,5.2,18.9,0
89.5,39.9,44.3,25.8,0
46.9,29.3,12.3,22.7,0
24.8,32.8,35.0,21.5,0
11.0,32.3,53.8,20.0,0
236.8,80.7,24.1,21.9,1
14.6,34.2,55.9,14.0,0
191.7,61.2,43.1,24.7,0
81.0,50.9,19.5,25.1,0
91.6,55.1,7.5,17.9,0
87.2,49.9,49.3,22.6,0
111.2,49.4,28.6,9.7,0
38.1,38.1,6.2,21.1,0
6.5,10.9,8.0,19.2,0
46.0,33.9,58.1,27.6,0
104.5,49.7,16.1,18.8,0
28.3,11.1,58.1,25.2,1
156.0,64.7,41.5,17.7,0
67.7,21.9,19.4,6.3,0
25.8,21.3,24.3,18.6,0
83.9,41.4,47.1,21.2,0
103.2,37.0,27.3,20.9,0
108.7,48.2,6.3,21.0,0
151.7,58.7,15.3,17.0,1
18.0,14.7,51.9,18.1,0
151.9,64.8,42.4,13.2,1
161.6,51.2,31.1,8.0,1
24.9,53.7,16.2,19.4,0
30.1,26.2,29.5,15.5,0
126.1,37.5,47.8,26.5,1
53.9,21.7,6.7,6.9,0
178.0,78.3,59.7,21.7,1
212.1,68.1,51.9,32.7,1
25.7,10.1,20.4,18.9,0
37.4,39.6,52.5,20.0,1
80.6,35.2,41.5,22.6,0
6.3,29.4,40.6,23.0,0
11.5,34.1,10.1,17.5,0
33.6,31.7,54.5,14.0,1
261.6,100.0,28.1,23.9,1
90.2,21.8,48.6,8.6,1
43.1,21.0,19.4,25.0,0
29.8,24.4,19.9,17.6,0
24.6,53.3,58.0,20.0,1
45.8,53.0,30.8,16.8,0
43.6,46.4,5.5,28.6,0
62.1,26.0,50.5,21.5,0
106.9,38.6,15.2,18.1,0
70.0,27.5,53.0,17.9,1
131.4,43.5,55.2,19.1,0
58.6,52.6,6.2,34.4,0
223.0,72.8,35.8,12.1,1
129.2,51.0,58.9,26.5,0
88.3,51.4,56.0,23.4,1
107.1,26.8,32.5,29.2,0
46.9,32.4,41.5,23.8,0
61.3,22.2,37.0,20.0,0
59.4,31.3,13.8,26.1,0
38.7,22.6,39.9,21.4,0
20.5,17.5,21.3,24.5,1
111.4,50.5,21.6,28.6,1
146.2,59.2,26.4,20.6,1
100.2,42.4,51.4,17.5,1
69.8,41.9,15.8,16.1,0
291.2,82.4,16.5,22.7,1
42.6,38.8,2.4,14.7,0
90.6,40.2,11.0,17.9,0
161.0,54.4,58.8,14.2,1
27.2,17.3,27.2,23.1,0
117.5,46.5,13.3,15.5,0
232.9,100.0,58.0,12.3,1
74.4,37.8,3.6,13.3,0
84.6,27.4,30.1,16.6,0
42.8,41.7,48.7,17.1,1
106.2,40.9,46.8,21.5,1
37.8,32.9,13.0,19.0,0
71.0,30.5,43.1,22.2,1
17.9,39.8,38.1,22.7,0
2.7,13.6,41.2,24.4,0
50.5,49.4,17.4,8.6,0
49.8,19.9,49.0,13.2,0
54.2,30.0,34.4,23.3,0
126.5,68.4,44.1,21.3,0
149.1,59.3,56.5,25.9,0
93.4,70.6,51.6,10.7,1
120.3,46.8,47.4,17.1,1
38.8,32.8,18.8,18.2,0
30.8,50.6,5.1,21.0,1
107.8,28.8,35.3,20.2,0
26.8,7.1,4.0,22.8,0
24.0,16.4,43.4,19.3,0
393.6,100.0,44.7,28.2,1
78.2,20.2,34.6,30.1,0
49.9,39.6,11.8,13.3,0
45.2,37.6,52.8,20.3,0
18.4,48.8,36.6,24.8,1
92.0,55.5,31.9,23.5,0
58.4,39.0,34.9,17.6,0
146.1,72.8,6.8,21.5,1
110.2,54.0,44.9,10.5,1
56.8,28.7,5.5,19.9,0
8.8,8.5,35.5,11.2,0
78.3,32.8,11.8,23.0,0
73.0,37.8,14.0,13.3,0
6.5,23.7,15.5,21.0,0
101.2,19.7,2.8,21.9,0
26.0,23.9,53.7,20.5,0
151.5,58.2,48.6,16.2,1
69.6,44.0,3.8,18.7,1
44.1,50.5,5.3,27.1,1
86.9,44.0,47.4,17.5,1
82.9,29.8,2.4,20.1,0
80.6,18.3,29.2,16.7,0
137.8,62.7,8.2,26.1,1
90.9,32.3,36.3,20.5,0
40.7,40.6,59.9,15.4,0
59.9,51.7,12.0,20.0,0
189.4,48.8,57.5,18.6,1
37.5,36.0,52.2,28.4,0
100.0,60.5,59.2,19.7,1
141.4,67.6,46.4,11.7,1
107.2,21.6,51.7,23.0,0
78.7,29.4,36.5,30.7,0
88.2,26.7,52.3,27.2,0
112.1,54.3,8.5,13.4,0
37.1,34.2,45.0,18.4,0
73.4,6.0,38.5,19.8,0
290.1,88.9,5.5,19.9,0
102.3,55.2,18.9,22.3,0
80.8,42.0,14.5,17.9,0
55.1,35.5,25.5,14.5,0
37.5,25.0,13.5,25.7,0
90.4,29.9,17.9,13.3,0
95.1,43.6,19.2,15.2,1
69.6,38.0,36.8,13.2,0
367.3,100.0,9.8,23.7,1
40.5,38.5,16.0,20.6,1
32.5,29.2,20.4,25.3,0
55.8,47.1,28.0,15.3,0
71.4,33.3,4.2,12.5,0
35.8,11.6,60.0,17.3,0
88.8,47.9,19.4,18.9,0
96.0,45.5,18.7,21.3,0
121.6,56.4,34.2,9.9,0
48.6,17.0,51.5,22.9,1
178.8,86.2,28.5,14.6,1
115.9,57.5,16.4,16.1,0
39.8,26.5,34.8,27.0,0
35.6,17.7,30.0,6.9,0
58.9,47.7,26.5,21.9,0
96.2,30.8,59.1,21.9,0
106.6,73.8,59.8,15.1,1
115.8,41.6,34.6,17.3,0
278.0,100.0,5.9,27.3,1
12.5,20.9,34.9,31.8,0
68.1,56.0,57.2,26.4,1
263.0,76.9,55.7,31.3,1
125.6,51.6,14.5,15.9,0
30.6,37.3,13.0,10.5,0
85.5,49.3,10.8,19.7,0
65.0,49.5,49.5,24.8,0
63.2,29.9,30.4,8.9,1
47.8,33.0,21.6,14.4,0
80.4,55.1,20.8,15.1,1
156.9,50.8,18.0,22.1,1
51.5,39.7,53.2,21.4,0
116.4,46.5,25.8,15.3,0
130.9,55.2,16.2,21.1,0
177.8,65.5,43.2,13.1,0
35.1,19.3,38.9,17.4,1
75.7,35.8,43.5,12.4,0
43.3,32.6,49.7,19.1,1
80.5,38.9,7.9,15.2,0
80.1,58.9,2.1,24.1,0
27.5,39.0,4.9,19.8,0
84.1,44.5,43.0,18.6,0
287.1,82.6,56.2,30.6,1
106.9,36.8,21.2,22.3,0
22.3,49.3,47.3,17.8,0
33.1,16.2,44.3,16.5,0
72.8,39.6,58.7,12.9,1
33.8,32.8,29.3,19.6,0
171.5,59.1,11.6,21.8,0
19.7,12.9,46.4,8.5,1
107.4,37.4,49.5,11.8,1
15.5,17.3,43.0,16.9,0
71.9,29.5,52.1,13.4,1
29.5,43.3,23.5,20.3,1
121.5,50.3,42.0,21.1,0
152.5,51.8,17.3,19.3,0
96.0,45.3,27.9,23.3,0
157.3,67.3,16.1,16.5,0
4.3,16.9,11.0,19.7,0
83.3,51.7,4.1,14.0,0
106.3,31.3,40.9,21.7,0
116.2,63.1,52.8,20.5,1
101.9,45.4,20.2,12.8,0
118.0,48.9,26.9,19.1,0
82.6,32.3,2.2,19.8,0
22.6,10.9,25.9,21.7,0
47.5,11.9,18.3,21.9,0
172.1,53.9,35.3,15.7,0
159.2,66.9,54.7,24.6,1
104.9,34.7,31.4,23.1,0
123.3,32.2,41.2,15.7,0
146.7,45.8,42.9,13.1,1
104.1,41.4,10.8,16.1,0
168.8,58.1,22.1,11.2,0
165.1,59.7,8.6,21.2,0
345.7,100.0,27.6,27.1,1
49.2,47.3,53.5,28.5,1
50.0,56.6,29.9,13.5,0
98.6,25.1,28.5,24.7,0
253.0,73.0,14.1,20.5,1
177.8,72.8,20.0,5.6,0
134.0,48.0,56.3,18.0,1
185.9,76.8,19.6,17.3,1
107.7,49.4,44.4,27.3,0
59.5,53.8,4.4,14.8,0
294.1,100.0,9.4,23.4,1
102.1,58.3,20.1,19.4,0
162.7,55.7,54.3,11.3,1
4.3,19.9,14.7,16.7,0
5.8,17.8,44.2,29.2,1
85.3,23.2,11.7,19.0,0
33.9,46.1,37.5,25.4,0
91.2,51.7,36.0,25.1,0
49.9,28.3,38.1,17.3,0
378.0,100.0,18.6,12.3,1
154.0,50.9,11.4,13.1,1
198.0,47.4,53.4,28.7,1
7.8,34.0,35.0,20.9,1
132.7,37.8,14.3,9.6,0
65.2,34.0,26.0,25.0,0
200.5,72.6,5.9,9.3,1
119.6,54.5,29.6,15.0,1
72.9,48.4,26.6,20.5,0
25.1,33.2,9.7,35.1,0
84.1,47.6,27.8,24.9,0
169.5,52.9,39.1,17.1,0
208.2,75.6,55.9,20.2,1
56.3,16.0,42.8,25.5,0
339.2,100.0,31.1,28.5,1
160.6,43.3,46.7,18.5,1
34.5,24.5,18.2,18.7,1
27.5,11.1,40.8,15.0,0
68.5,28.4,2.3,24.0,0
56.2,34.2,6.2,26.2,0
108.3,40.7,38.2,8.4,1
77.5,53.1,13.2,17.6,0
60.2,37.8,41.9,12.7,0
16.5,18.6,38.9,20.9,0
122.2,48.9,5.7,12.6,0
15.0,38.4,24.8,12.1,0
161.0,71.2,37.6,26.7,1
9.0,8.6,43.4,19.0,0
14.0,15.3,49.3,19.6,0
34.4,34.3,21.2,22.6,1
52.1,37.3,50.5,25.8,0
43.5,18.3,22.5,17.5,0
52.0,42.0,2.4,17.6,0
92.5,32.4,37.4,17.6,0
35.1,44.4,16.0,26.5,1
93.2,49.7,9.2,19.6,0
4.4,7.5,17.0,18.3,0
33.9,22.1,50.0,22.3,1
13.2,16.7,55.0,31.0,0
159.7,61.9,57.8,20.4,1
39.5,27.4,19.6,18.4,0
116.8,35.5,28.4,31.7,0
10.5,5.9,48.5,28.0,0
205.9,78.1,20.4,27.1,1
81.0,43.7,24.3,17.0,0
74.0,39.8,15.8,16.4,0
16.8,27.4,35.2,9.0,0
30.0,20.1,40.2,25.8,0
61.8,37.7,20.5,20.5,0
31.2,58.3,3.4,9.2,0
149.0,71.3,44.7,27.2,1
79.1,36.3,37.8,18.0,1
31.5,21.6,14.7,18.7,0
133.4,19.0,20.2,10.9,0
55.2,46.6,57.5,23.0,1
129.1,61.7,38.6,23.0,0
48.0,25.5,36.5,19.7,0
111.0,30.6,39.1,17.5,0
53.6,19.5,57.4,35.8,0
149.0,62.6,21.7,12.8,1
10.8,21.6,18.3,15.7,1
23.0,34.1,23.9,24.2,0
66.4,37.6,48.5,13.9,0
41.1,41.9,9.0,13.5,0
52.2,37.5,14.0,26.8,0
120.4,60.0,15.2,23.6,0
51.3,7.7,38.9,22.9,0
95.7,29.1,39.2,21.1,0
33.7,24.0,23.6,15.8,0
8.1,35.0,18.0,18.5,0
128.6,74.7,45.8,19.5,1
237.8,77.5,3.8,25.1,0
88.4,34.7,44.8,22.6,1
69.3,13.9,14.2,14.4,0
81.4,50.7,54.4,24.7,0
186.9,60.1,26.0,9.9,0
89.2,77.8,39.3,18.1,1
133.0,44.4,9.0,13.1,1
128.9,77.5,16.7,14.9,0
157.9,68.5,42.6,31.6,1
68.1,24.7,33.9,11.2,0
47.5,34.6,46.7,15.1,0
111.9,57.2,34.7,23.1,1
150.2,54.8,35.0,17.2,0
170.3,72.6,51.8,20.9,0
202.7,80.5,26.6,28.6,1
140.8,62.4,53.9,23.9,0
45.2,31.1,23.6,17.2,0
88.3,28.0,21.1,19.2,1
82.4,39.7,47.2,23.2,0
75.6,41.0,2.7,23.8,0
112.1,25.5,12.0,20.1,0
63.2,37.8,6.2,22.2,1
63.3,34.7,31.7,22.2,0
247.5,66.3,38.4,19.4,1
71.0,33.8,2.6,16.4,0
157.1,55.5,11.4,24.5,0
163.4,84.0,19.5,21.8,1
90.1,45.2,19.1,7.5,0
65.3,48.8,7.6,15.0,0
35.0,27.3,12.0,17.1,0
14.7,5.0,51.1,18.8,0
118.0,57.6,42.6,27.2,1
101.3,37.4,19.2,39.2,0
130.7,48.6,17.3,5.2,0
50.1,19.9,6.7,21.8,0
264.3,86.9,22.2,20.4,1
107.9,59.8,25.1,18.9,0
68.9,48.4,54.4,23.3,0
7.4,40.9,45.1,20.9,1
55.0,54.5,29.8,17.8,0
135.1,29.2,9.8,20.2,0
199.1,55.5,40.1,23.3,0
77.7,17.7,56.3,22.8,0
221.3,82.9,6.5,21.1,0
32.5,19.8,51.2,16.5,1
103.5,40.0,12.4,36.9,0
105.7,43.8,42.7,22.2,1
118.7,54.3,12.7,24.6,0
86.1,23.7,36.8,17.0,1
99.4,29.7,15.8,21.1,0
31.8,28.0,33.4,21.1,0
186.3,81.0,36.8,8.5,1
146.5,56.3,37.9,15.7,1
96.5,34.6,41.6,15.6,0
148.9,31.4,6.0,16.4,1
190.4,79.0,42.8,13.6,1
117.4,40.5,11.0,20.3,0
283.3,77.1,41.3,28.4,0
124.5,30.5,9.2,20.8,0
36.6,11.9,29.8,12.9,0
92.9,31.7,24.4,13.8,0
152.9,55.4,58.1,17.7,1
190.5,53.1,38.6,11.5,1
87.5,44.1,7.1,21.8,0
34.0,25.5,42.7,28.1,0
64.2,62.7,13.3,16.5,0
21.2,5.0,18.6,20.5,0
133.8,55.4,23.9,17.4,1
54.4,35.7,47.0,16.2,1
42.1,18.1,56.8,21.1,0
143.1,56.9,55.6,16.0,1
218.4,83.8,11.9,15.1,1
41.9,31.6,5.5,10.3,0
88.0,58.6,50.1,20.4,1
66.3,10.5,18.7,26.4,0
196.5,59.0,35.8,24.2,1
72.6,55.8,58.8,29.0,1
31.1,38.7,12.8,16.0,0
75.3,45.3,23.7,25.1,0
169.3,77.1,52.3,13.4,1
63.2,12.8,39.7,24.3,0
45.9,41.0,56.4,29.9,0
70.0,50.3,38.6,23.0,0
32.0,20.1,19.6,30.0,0
66.3,68.1,48.7,16.4,0
48.9,34.6,46.0,19.2,1
317.6,73.1,56.1,14.5,1
9.9,27.1,29.6,20.2,0
36.5,20.5,31.2,21.6,0
45.9,45.4,20.8,20.2,0
32.2,34.6,17.6,17.2,0
104.3,38.9,59.8,17.1,0
41.2,48.3,58.7,22.1,0
18.9,36.0,32.7,19.0,0
82.1,30.6,57.4,13.1,1
60.3,33.3,22.7,8.6,0
43.0,37.0,51.3,16.4,1
193.2,63.9,38.8,11.7,1
106.9,42.7,43.6,15.0,1
98.3,45.0,43.7,17.5,0
108.6,34.4,38.9,19.1,1
104.6,19.4,51.4,16.0,0
62.8,38.6,24.7,33.1,1
41.6,6.5,51.3,12.4,0
83.5,29.0,12.6,27.3,0
61.9,14.2,13.6,19.0,0
9.8,5.0,43.6,16.1,0
29.6,32.5,45.5,23.5,0
55.7,31.3,54.3,17.3,1
145.2,53.2,17.9,15.2,0
83.8,25.2,5.3,30.7,0
35.2,20.9,31.4,6.8,0
27.2,31.3,52.8,18.5,0
167.2,61.2,58.3,21.1,1
65.2,46.2,51.8,28.4,1
1.3,31.9,30.4,17.6,0
68.6,34.1,52.1,36.0,1
124.0,28.8,14.4,24.6,0
26.3,17.5,55.4,5.8,1
79.0,38.6,34.9,11.3,1
84.8,31.9,24.6,21.4,0
27.9,14.3,35.7,13.1,0
177.7,65.3,47.5,23.3,1
85.9,70.6,15.9,17.3,0
55.5,28.0,7.9,12.8,0
65.6,36.4,44.5,14.2,0
22.9,10.0,57.2,25.1,0
21.9,40.4,38.9,7.9,1
51.2,43.3,10.3,26.3,0
53.9,43.2,39.3,26.4,0
62.2,51.9,8.8,18.0,0
188.4,62.0,19.6,11.6,1
119.3,46.2,3.8,23.3,0
11.9,43.5,30.3,17.1,0
164.6,68.7,20.6,10.9,1
50.9,6.1,7.7,31.5,0
127.5,57.3,19.9,14.7,0
54.4,26.6,39.6,11.2,0
81.8,51.2,18.8,21.7,0
24.7,31.1,10.3,19.6,1
96.0,23.1,33.6,28.9,1
137.9,57.7,45.7,17.7,1
14.8,26.2,50.1,17.8,0
139.4,59.2,29.4,22.0,0
41.5,37.3,43.2,21.2,0
229.8,95.4,50.3,21.4,1
129.2,57.3,41.0,21.6,0
113.7,48.7,32.6,21.0,1
65.9,50.2,5.5,17.5,0
355.8,100.0,18.8,25.0,1
51.2,43.8,20.5,17.8,1
30.3,30.0,24.9,24.8,1
42.8,35.9,57.2,28.3,0
155.5,62.0,14.1,15.9,0
80.6,40.4,33.4,34.4,0
71.8,63.9,59.5,15.7,1
51.8,24.0,37.9,15.8,0
68.9,51.1,14.1,23.2,0
48.8,30.7,57.7,22.6,0
121.5,32.6,21.5,20.4,0
61.0,33.0,4.8,24.9,0
43.5,24.3,27.0,21.5,0
146.6,63.6,16.0,32.4,0
31.2,28.9,49.5,19.7,0
81.5,28.1,14.8,14.9,0
9.7,40.1,49.6,16.7,0
20.1,38.1,4.1,22.8,0
55.8,53.0,55.9,22.9,0
48.1,34.9,4.4,21.2,0
48.0,31.6,56.4,14.9,0
130.0,61.0,6.3,26.7,0
135.4,46.9,52.6,31.6,0
93.7,45.0,50.2,20.2,0
29.6,25.3,36.5,30.9,0
68.4,19.6,4.1,25.2,0
251.6,84.4,38.0,33.3,1
333.2,98.0,37.8,22.8,1
147.6,54.0,34.3,20.8,1
30.8,32.1,38.6,25.1,0
68.9,52.5,58.2,17.4,1
89.2,32.1,59.7,22.4,0
79.5,35.8,32.2,28.0,0
158.4,50.4,7.3,24.9,0
126.1,41.6,9.8,19.8,0
29.2,20.2,43.8,21.2,0
44.4,28.7,59.0,24.5,0
147.2,63.8,27.3,24.3,1
192.6,72.0,7.7,24.5,0
90.0,29.8,22.5,22.0,0
208.8,87.7,24.3,15.1,1
82.6,52.0,59.8,16.0,0
34.3,17.8,41.8,22.8,0
118.1,64.2,8.8,25.0,1
400.0,100.0,21.6,24.2,1
23.1,23.9,4.8,15.9,0
203.5,75.2,39.9,19.1,0
113.4,48.0,41.0,13.0,0
42.1,37.1,5.3,11.7,0
10.0,24.7,21.5,20.5,0
5.6,17.3,54.4,28.1,0
47.9,7.7,50.0,20.6,0
100.5,51.4,35.3,31.4,0
139.8,50.5,30.1,19.0,1
162.7,70.0,59.6,20.2,1
94.0,49.3,43.9,14.1,1
83.5,36.7,57.3,17.9,0
57.3,46.6,6.2,12.9,0
102.3,48.0,14.3,10.7,0
42.7,32.6,3.8,13.0,0
24.4,24.4,52.3,20.5,0
79.7,60.1,42.3,15.6,0
132.5,44.6,12.3,17.0,0
19.4,21.0,58.5,22.5,0
47.9,17.1,57.4,10.7,1
77.4,48.1,15.0,20.5,0
76.2,32.1,39.5,25.1,1
111.2,42.2,40.7,25.6,1
246.8,75.5,2.2,23.1,1
5.7,22.2,41.9,19.7,0
254.2,68.5,14.8,16.3,1
239.6,53.0,54.3,19.5,1
141.5,60.9,50.6,29.9,1
88.8,16.8,54.5,21.6,0
43.4,41.1,45.9,19.4,0
140.2,73.8,11.6,23.4,1
92.3,41.1,22.9,20.3,0
58.3,50.2,43.1,21.4,0
137.7,54.1,20.8,18.5,0
154.6,77.8,43.2,17.5,1
191.6,62.4,21.5,26.0,1
39.3,5.0,12.3,8.3,0
175.1,62.8,32.1,22.9,1
59.2,55.3,41.8,17.1,0
89.0,48.7,32.0,8.6,1
102.3,39.4,39.2,14.2,1
165.5,65.3,27.4,19.8,1
128.0,63.6,47.1,20.6,1
57.5,33.3,39.7,24.4,0
6.9,53.2,35.3,24.8,0
110.3,41.4,27.3,10.7,0
86.2,53.6,33.1,22.3,1
22.8,34.8,5.0,24.4,0
94.1,35.1,40.7,21.3,0
76.7,34.1,13.9,23.0,0
190.3,79.8,51.9,8.4,1
265.7,88.2,49.1,14.1,1
152.0,62.1,32.6,28.2,0
73.2,18.7,51.1,18.3,0
82.1,48.4,40.9,33.3,0
38.0,33.0,10.2,12.3,0
44.8,30.4,45.0,29.4,1
69.9,41.8,59.8,16.3,1
64.2,31.1,4.4,25.2,0
21.4,18.3,16.2,18.2,0
191.7,65.0,36.7,20.7,1
210.0,66.9,26.1,23.6,1
187.5,93.0,39.0,16.3,1
214.8,84.7,36.0,24.8,1
317.2,87.7,47.7,18.4,1
38.7,54.1,6.1,21.1,0
308.3,91.9,27.6,4.1,1
57.2,34.7,51.9,18.0,0
122.5,61.4,23.0,27.6,1
16.2,5.0,31.2,24.2,0
51.2,30.0,3.3,25.3,0
155.0,51.9,15.0,20.3,1
126.7,54.1,28.9,30.1,0
56.3,38.5,25.1,21.7,0
82.1,39.6,43.4,16.0,1
46.7,30.2,37.5,25.1,0
154.7,71.5,53.1,25.5,1
200.4,73.7,51.6,23.8,1
38.9,30.2,16.0,17.6,0
75.8,40.7,3.0,21.7,0
20.5,47.2,51.6,28.4,0
92.0,45.1,21.1,22.9,0
113.4,42.2,22.1,11.1,0
97.7,21.5,11.2,16.2,0
107.0,29.5,42.2,15.9,0
69.6,31.8,18.2,15.5,0
70.9,36.4,12.3,7.3,0
68.3,30.4,31.2,31.3,0
49.9,36.7,45.5,14.7,0
55.3,27.0,17.6,15.2,0
109.7,36.4,43.9,8.3,1
191.8,75.3,28.8,25.2,1
32.8,44.6,25.4,19.5,0
70.7,24.4,22.9,17.9,0
26.4,29.5,10.4,18.2,0
50.7,9.8,21.3,23.5,1
58.1,16.8,53.0,17.1,0
87.2,34.7,7.9,8.1,0
85.3,55.0,57.6,12.3,1
75.2,29.5,8.2,11.9,0
103.2,36.0,23.0,21.7,0
35.8,29.4,37.2,25.6,0
87.7,42.4,50.6,28.8,1
129.3,42.9,10.3,10.2,0
35.4,52.7,10.2,23.7,1
12.8,20.0,38.4,16.3,0
153.8,59.8,19.0,37.5,1
27.3,22.0,39.4,28.3,0
48.6,37.4,49.6,30.2,0
126.7,66.5,6.5,24.8,1
33.7,48.4,51.0,22.3,1
146.6,47.5,4.2,17.6,0
42.6,43.9,54.1,16.4,0
38.0,36.1,58.6,15.2,0
26.5,38.3,40.7,23.7,0
43.0,29.6,59.1,29.4,1
114.9,46.5,49.7,17.9,1
48.6,43.4,4.6,15.7,0
154.3,70.0,2.2,11.1,0
77.6,58.2,3.2,21.5,0
82.9,43.1,28.2,27.4,0
37.0,28.0,38.2,27.7,0
170.1,33.0,29.9,28.3,0
130.0,33.2,41.3,22.5,0
127.5,47.1,28.1,20.5,1
66.4,23.4,4.5,27.7,0
23.3,35.6,15.1,13.3,0
86.3,25.9,59.6,17.4,1
